Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
4,923.98,280473.02,442317.84,4451.93,65.15,2,297361406.90,3,4499839.38,24206.40,77.89,1859
3,724.86,467634.32,39427.39,7176.24,65.97,4,26807484.32,1,2348692.72,12733.53,85.00,2858
6,401.46,386752.52,122899.73,1748.08,84.45,2,278271974.70,3,1741229.12,25625.54,57.22,2778
3,67.88,181176.41,16967.36,7380.06,81.06,1,253483948.00,1,2211312.28,35510.53,76.67,4072
1,906.75,434392.13,357438.90,2958.37,77.96,2,199110984.40,1,6902863.52,30355.53,37.75,2306
3,422.12,177001.03,210631.78,531.16,89.76,2,279042827.20,3,13655884.41,11703.21,56.77,4072
7,424.82,207951.90,322201.08,6067.95,67.81,1,266153150.70,3,1020562.42,18546.36,14.67,3866
7,253.71,149445.34,245036.10,472.28,84.71,3,437104596.50,3,269207.02,5680.18,70.99,3672
3,400.43,7617.72,147635.38,9380.91,95.26,4,132298185.30,2,14283082.95,38617.42,45.82,4945
5,356.75,115893.21,115540.56,3353.59,94.43,3,256674736.10,3,16474576.68,1587.07,50.22,4168
3,438.59,424981.88,284969.85,6022.99,64.51,2,315478538.00,2,2890133.94,25450.57,56.11,2925
1,660.53,423720.30,137652.80,5901.37,83.59,3,241411422.80,2,11130549.41,28907.66,8.20,4689
3,312.51,146462.33,345167.19,2375.94,67.43,1,231492784.40,2,11173228.25,45724.73,74.36,3146
2,487.80,473568.22,378192.93,3537.31,96.02,4,153678102.10,2,6289738.67,13871.98,40.35,851
1,203.29,494743.66,132615.56,699.62,93.39,1,431540907.80,2,829031.38,39318.69,14.71,4671
2,876.73,482423.62,22832.56,9858.57,68.68,3,352940429.00,1,16462892.37,49561.62,30.73,3605
1,521.33,151579.69,382710.64,2125.66,99.52,2,104923317.80,2,15547443.15,21789.44,40.09,1125
4,291.98,412420.85,360320.61,3599.43,54.60,2,56535761.97,3,10331552.06,16719.13,22.69,3608
2,564.17,353336.45,447621.30,9906.48,80.41,1,313057759.60,3,16976623.71,22114.00,40.75,461
3,962.16,363311.95,339757.60,2533.77,94.13,3,148202314.50,2,4751839.39,48562.03,1.67,4821
1,982.01,388988.90,334350.88,8092.10,57.95,3,367386565.40,1,11828275.84,24141.33,17.57,2238
3,568.19,351807.21,240498.26,1471.13,68.51,2,471911682.80,3,10289068.06,45754.47,27.46,2561
5,791.44,169808.67,279191.74,9106.63,52.70,3,77959012.44,2,10612671.38,36708.84,55.80,4275
4,424.33,4749.22,423057.09,171.70,65.59,3,107855710.80,1,540741.72,2251.07,30.15,3966
6,44.94,346745.17,297333.92,5029.92,56.46,3,263345443.90,3,13095998.19,4133.64,28.25,880
3,980.52,407303.18,150278.87,7649.52,50.80,4,441115144.80,1,16609261.07,28433.01,4.03,1523
1,522.69,457869.96,281378.46,3231.70,82.11,1,158982234.70,2,11095042.50,47990.36,20.68,1046
1,149.70,395104.06,439381.04,4324.96,56.46,3,486865771.10,1,7238756.51,4196.35,55.24,1739
1,968.46,116793.75,400139.47,4048.91,98.03,2,188826849.00,2,1661970.30,44894.58,59.68,1455
2,18.58,221769.05,189846.64,8274.42,68.62,1,491166579.00,1,13837733.67,49676.29,32.07,4028
7,567.48,382423.27,95934.97,3701.32,76.45,4,334938573.70,3,3036128.53,23732.83,61.88,3525
4,140.40,86146.69,212816.48,5304.65,58.78,1,125830816.60,2,11806718.58,35515.83,76.85,913
3,175.12,455111.57,339881.65,4752.92,96.98,2,47366979.16,2,6015559.52,40110.97,4.05,2327
4,182.90,499891.46,231798.18,5851.53,72.55,1,78372650.63,3,19659770.45,25670.13,9.06,1675
3,961.15,327129.10,313305.19,2893.45,83.08,2,332215804.50,1,7046821.11,47567.83,47.14,1810
5,611.82,499483.18,418253.13,9638.83,78.96,4,241554518.80,3,3440356.82,28162.71,42.97,1001
6,137.47,484780.83,132670.68,9563.70,83.91,3,3933400.36,2,9127465.61,43921.66,25.30,1123
4,359.59,96910.71,326903.27,4867.60,80.05,2,240035766.70,2,5330242.71,47772.51,31.41,3661
5,19.29,411154.24,22025.05,4305.61,98.80,3,228564557.60,1,2002750.40,1836.31,95.87,794
4,784.26,123957.15,148831.52,1661.07,90.77,4,153576034.60,3,5926228.49,34729.21,91.10,4618
4,923.10,174926.59,403713.22,3430.55,98.54,2,461873630.10,3,2085393.77,36713.14,49.31,3839
7,188.86,230635.95,113637.25,9548.76,71.05,1,305926089.90,1,7202773.78,17662.96,47.95,275
6,51.21,385222.34,382566.35,3581.67,55.53,2,404872172.10,2,5915522.08,11675.73,60.30,4488
6,164.02,32382.40,15695.17,4289.73,65.99,4,305419732.00,3,15166301.59,7055.81,76.71,3542
1,807.96,89575.07,136753.33,6332.42,79.22,3,373235603.40,3,18807871.47,12232.65,22.56,1013
2,382.19,141991.09,203240.83,7401.38,99.07,4,296719671.40,2,19892292.86,8072.36,24.99,3769
7,837.33,148255.48,311495.09,8088.68,65.79,1,499677604.20,2,5397541.67,21255.67,25.50,1900
5,170.21,232415.26,111930.52,2011.24,94.43,1,346274079.10,3,1160387.59,42996.56,23.74,1586
4,531.94,373636.04,17985.94,7165.85,60.27,4,441618102.10,3,6993011.52,24254.71,60.76,2939
1,137.83,497203.72,388411.65,2984.87,90.00,2,243936383.80,3,949893.20,40007.61,62.61,2951
3,743.79,51212.06,374640.12,5519.54,95.92,2,292870746.10,2,11895121.92,37382.18,10.54,3012
3,317.86,479372.46,373405.12,1241.04,50.18,3,255213682.90,2,18784676.46,35658.42,54.31,573
1,41.60,191673.43,121284.68,4864.76,61.84,4,79688606.35,3,3642641.80,16983.97,90.26,3018
4,287.20,147582.47,162672.70,5644.93,50.87,2,138950244.00,2,8169404.73,42420.32,42.18,356
2,327.34,5964.28,249861.15,7905.11,71.10,1,315916513.00,2,12550143.53,28831.11,98.61,1426
5,273.69,225378.20,114914.10,608.72,78.62,4,474954013.50,3,15240898.22,2340.50,25.92,4253
4,783.17,371325.99,289314.62,5055.85,55.25,2,378046348.40,1,9588012.72,20562.24,51.20,213
2,991.66,47915.33,306264.21,3250.37,57.75,4,352548761.10,3,7269830.02,18565.21,54.38,2339
4,445.32,362437.98,105886.54,5453.11,72.10,1,84000462.61,3,18191994.83,38297.41,71.76,957
1,291.14,69733.82,191209.59,658.34,66.49,2,264214137.50,3,9265028.50,22157.17,93.03,1664
1,42.57,157751.46,405210.67,1030.03,63.09,1,176388458.10,2,13716788.37,45535.42,8.48,1473
2,478.16,314493.72,221685.47,5563.53,73.87,2,260478899.70,3,18103179.77,26251.95,74.80,580
6,681.92,5070.47,191149.16,7844.51,89.88,2,371370141.50,3,17692231.03,28916.77,52.16,20
6,554.88,118012.05,140296.18,2684.87,94.20,3,377093690.20,1,18248158.81,49085.05,58.43,1755
2,967.49,51201.06,111172.56,1822.93,60.56,4,424905040.70,3,127694.75,43206.85,24.62,1617
3,222.95,318050.01,274993.81,9525.84,78.16,4,54791666.87,1,12745124.37,17172.10,4.46,2531
6,585.65,132446.95,319123.53,2410.23,80.66,3,181852885.00,1,4112147.97,12524.10,63.71,4748
2,855.99,93471.44,128342.45,6854.06,67.79,4,275416009.20,3,6800757.12,15132.61,31.69,2012
3,293.16,411900.55,272737.01,9348.81,58.02,1,111575115.00,1,1623110.18,20819.16,34.67,3902
6,15.52,45414.48,348134.62,87.84,77.30,3,431461240.80,1,11068431.89,28568.11,59.11,3047
5,172.02,274643.77,340122.90,9803.31,74.36,1,86680768.64,3,8938245.72,6285.11,66.26,3888
7,91.21,286818.08,411478.72,460.39,91.48,4,52292131.85,1,14327030.18,10843.65,3.63,4892
3,322.72,368067.42,201702.56,5499.66,59.72,4,408995150.30,3,17855342.57,18314.40,49.13,961
4,887.36,497518.27,381715.20,2353.15,95.09,2,474880963.50,2,14560551.99,45691.06,23.40,4407
4,280.42,80904.06,162864.35,2791.03,63.97,2,360890503.40,3,6586785.10,9357.49,24.81,3804
2,165.60,226789.24,10629.06,3064.76,96.47,1,140013056.60,1,914454.42,14304.49,8.11,1181
7,196.95,13977.08,261035.28,2599.51,55.27,3,78128490.94,3,14011971.01,9987.92,32.69,3083
2,994.41,408925.49,302843.87,796.43,97.99,1,481415122.90,1,2702947.48,18257.96,71.46,208
6,643.09,371313.09,398682.09,3399.14,78.24,3,283717018.70,1,2247387.89,32600.98,31.09,3905
1,117.70,495872.73,206335.49,5725.03,54.09,4,344951917.60,2,318527.38,33846.10,70.97,769
1,489.32,63445.62,82825.21,3897.12,94.20,1,127007084.70,1,782481.04,44768.35,7.52,584
3,188.43,453559.44,274325.15,8950.17,54.98,3,349389906.50,3,14552365.78,45399.41,79.46,4758
2,438.57,452592.04,374107.04,3180.28,84.79,3,393238076.30,2,5621815.53,47937.41,86.46,3525
5,130.71,43651.61,301148.37,180.88,96.47,4,275470542.20,1,1347147.03,48110.00,82.85,2267
5,389.24,350562.95,309752.36,7279.34,51.50,4,255826946.80,1,11291911.06,40212.88,81.42,4858
4,207.37,314673.92,130454.10,2939.02,81.75,4,41575412.25,2,18035965.52,30156.10,12.14,1136
5,231.73,306925.13,100468.91,6631.65,94.05,2,87766225.92,1,15751335.20,26130.46,12.94,3290
4,146.53,384763.24,374390.16,8723.40,79.38,4,468261588.10,1,18192032.31,34363.56,10.98,3171
1,417.92,483049.07,18547.86,8253.91,91.14,4,203242370.80,3,6987625.83,25095.91,71.75,726
7,782.20,214985.34,335414.59,184.87,80.16,2,286968055.30,2,13754832.71,31616.81,6.64,246
6,405.91,260842.91,141915.69,2389.32,70.97,3,258901753.60,1,7320018.36,5090.96,6.16,4258
3,459.58,466883.10,100004.72,6046.41,87.50,4,170330918.10,2,13096733.23,37015.90,99.57,729
4,699.30,109032.17,33808.64,3434.83,55.80,3,197200086.70,2,9294556.63,8696.70,4.34,1717
1,635.48,115484.02,134463.38,7363.18,73.41,4,221530718.90,1,18415580.37,18872.16,20.66,3528
3,329.35,400041.79,103724.73,507.80,55.96,3,398717551.20,3,13367915.82,6186.67,23.79,748
6,255.14,259451.20,375415.69,7673.99,79.46,1,432661905.70,2,18655945.85,32908.65,96.93,3113
4,991.39,454493.49,254980.91,3623.13,66.29,3,300569726.20,3,19252979.08,10727.64,98.91,2060
2,742.34,356773.67,276782.99,5802.66,86.21,4,159091839.90,3,14574252.52,22596.59,98.25,2016
3,70.83,253706.23,19668.44,7622.54,58.67,3,326557662.40,3,6996942.85,5742.14,44.41,2282
2,341.46,105338.83,56583.71,5762.44,86.60,4,326201237.90,3,3715412.02,8940.28,33.08,402
4,735.53,26608.92,329527.46,2506.21,68.49,4,236944216.00,1,18631137.68,42007.93,29.21,4576
3,622.04,54910.38,359768.44,4808.97,67.87,1,314440895.90,1,19319473.64,3702.50,96.23,2125
5,153.12,448243.74,327611.96,9307.13,52.33,1,305129063.10,1,15488735.81,31442.23,98.94,4703
3,748.95,395203.77,104336.71,882.32,66.54,3,68624509.37,2,18515268.39,40724.95,34.10,1804
6,211.39,392227.25,72523.57,9682.85,91.09,4,364653922.10,3,16228378.30,6590.27,52.99,3278
3,433.08,325419.43,327478.13,24.84,87.59,4,173752968.60,3,17641775.62,20620.03,24.35,1958
6,85.25,463909.85,78810.86,4015.75,70.08,4,134872446.00,3,1855543.54,24838.96,82.59,4750
3,239.32,459285.39,353379.44,9002.05,85.81,2,130962781.00,1,4305911.26,30531.67,86.84,4283
2,389.69,363132.68,133326.24,2880.32,86.40,1,121974019.90,1,1284045.99,41356.16,41.34,815
7,306.64,234747.71,43134.35,3970.94,63.67,3,460565369.30,1,19171511.45,22818.39,23.47,255
2,565.87,108959.63,229672.41,8582.05,60.24,1,89384148.38,2,810756.06,29300.66,60.59,251
3,530.76,466012.91,203936.53,9988.75,72.46,2,194744899.80,1,18268023.32,7527.67,23.03,3643
7,471.09,162999.94,422231.35,9553.85,52.23,1,451558965.50,1,5066563.65,33411.92,15.29,1129
4,217.75,427929.99,126442.07,9095.86,75.05,4,249655553.70,2,5484850.54,29925.08,28.21,3800
2,967.95,436967.94,1766.17,9988.88,57.92,4,70386160.72,1,14418673.58,31100.82,70.45,4840
6,58.35,244779.43,314474.00,4892.54,55.39,2,374314700.00,3,6916323.90,24388.24,83.00,4989
3,615.41,26775.40,81545.14,1622.77,52.57,3,435148919.10,3,10736663.29,8815.15,85.38,1484
3,904.87,202414.39,282823.14,6310.54,56.69,2,31042670.22,3,8005694.61,38404.96,19.06,938
1,773.73,476451.97,214924.97,1772.21,64.26,3,461994953.50,3,8140991.76,32641.38,70.62,610
6,662.13,211536.13,107166.70,3097.81,65.26,4,309953727.40,2,7693753.55,37884.12,64.23,600
2,872.49,386323.76,333698.93,4621.05,94.83,2,64999160.58,2,19448951.83,1557.93,12.37,4488
3,589.13,130794.62,201401.72,2153.31,73.61,1,431927362.20,1,10852310.39,49975.38,59.78,4094
1,93.96,26977.16,388567.98,3073.63,69.87,2,83981114.97,1,8224756.14,41426.42,10.55,4306
2,900.72,371748.99,160471.39,1596.94,54.28,3,472215548.10,2,7775298.61,32497.78,60.77,1163
6,937.80,370853.34,150548.51,6053.69,54.69,4,67029693.19,2,3221342.52,4234.18,19.26,2884
7,70.25,327653.23,284340.16,2792.18,92.66,3,459044081.20,1,17749991.87,12586.00,77.74,3145
2,944.92,367744.11,395107.86,5665.05,65.57,4,204718073.00,3,17662868.72,26118.02,53.96,4605
5,171.44,184714.61,428513.13,2571.33,80.35,3,385055221.40,1,11272015.94,46627.60,72.99,3919
7,630.29,90014.48,123187.01,9418.21,53.71,2,117650155.80,3,7000444.06,43945.87,3.11,2247
5,22.68,58054.61,152570.12,5914.97,80.88,2,421686761.50,1,11398480.36,48874.12,7.64,4485
4,615.81,17721.54,23277.50,7532.38,69.21,1,331209486.00,3,11252496.89,41768.69,46.72,1664
2,988.97,438028.53,258058.79,6650.06,82.42,3,443017900.20,2,12434490.87,14489.45,65.89,3114
4,116.35,126842.36,125894.20,6104.70,72.67,3,137535155.70,1,9368274.54,22769.11,62.24,827
4,404.42,172047.30,336962.82,1842.41,60.17,3,321724464.10,2,14339993.98,12574.01,58.41,1069
6,19.85,453661.05,363768.01,1848.43,95.75,4,279195643.20,1,15144531.47,14268.77,94.98,873
4,596.02,306389.63,268169.84,475.61,76.58,2,268579368.50,3,13124287.22,28699.59,78.72,4669
5,162.76,72574.46,311886.57,306.75,85.12,4,378475667.40,1,14598462.07,44577.10,94.11,2567
1,85.62,284172.49,228375.81,3234.90,54.83,3,83100149.19,2,13338225.21,8414.57,22.96,155
5,251.92,289687.79,230813.84,5612.45,50.33,4,153910616.20,2,10679611.88,19229.47,66.37,3490
4,515.29,80887.77,195293.15,9124.27,92.15,2,8508201.31,3,18581184.05,26081.96,40.45,2565
7,664.90,227145.69,88985.13,9259.96,87.64,3,184780724.40,2,8087064.75,1014.31,5.82,2762
4,734.91,410995.09,431704.46,4618.92,93.46,1,300540238.60,1,3039676.11,26939.40,14.02,3660
7,88.70,189904.86,96533.33,8942.35,90.00,3,32748143.28,2,11784650.31,29647.53,28.83,1499
7,474.17,460626.26,170104.17,1821.23,87.25,1,199220064.00,2,699481.91,10053.53,24.05,4312
4,253.96,8509.71,158919.94,6336.35,59.31,3,197794291.30,1,9300212.23,31736.67,97.43,989
4,362.70,319713.81,196412.83,2245.10,54.21,1,494426650.00,2,8764623.06,41850.54,95.42,2361
3,328.76,60445.28,12413.60,5682.80,61.46,4,82766943.64,1,16313413.28,24855.71,89.42,2028
1,6.41,142363.17,292584.29,7664.13,54.10,4,344989392.20,1,17401728.01,20693.32,99.64,1684
7,804.89,57379.21,299293.65,131.94,82.53,4,270960704.20,2,892262.28,7986.03,38.51,3780
7,683.58,245594.63,8877.07,2600.50,99.49,1,494008425.30,3,3250614.76,33588.73,34.18,3674
3,776.16,112739.17,105785.09,3491.43,53.11,4,222127081.50,3,11564474.01,1807.11,46.82,3991
2,158.10,37261.02,191691.86,7891.65,74.77,2,67134281.10,1,9725352.75,28124.26,22.86,2404
2,431.14,250978.87,27696.54,1795.41,61.26,1,294528391.80,2,2571736.30,43131.76,56.64,4558
7,433.29,286647.42,306054.42,8408.11,58.86,3,98459877.93,1,3594219.13,28405.87,68.53,3173
1,378.96,366082.64,433567.80,196.12,94.03,1,482740314.60,1,15872887.17,18302.39,27.27,4879
5,461.09,182923.00,16716.19,2032.08,57.13,3,295899050.40,2,4738921.13,23071.38,62.70,3990
4,684.81,281891.00,212786.22,5761.29,54.58,2,202401083.00,3,11856599.29,29666.91,47.75,1015
6,980.31,262905.39,396609.83,125.09,52.08,1,461828031.00,3,258620.51,39518.15,99.72,1460
7,133.93,440853.44,390485.45,3566.08,77.64,2,16676096.91,2,5061918.51,24404.76,72.24,2819
3,78.69,473053.98,141584.45,8322.67,57.90,1,14049609.49,1,9375250.11,46925.12,31.06,2100
6,356.68,302938.05,111401.09,6431.32,87.21,1,83125572.64,1,1740533.92,13695.74,80.96,559
2,357.50,325708.00,433364.32,1392.88,84.43,4,223950569.30,1,14116819.48,15211.80,4.34,317
7,512.16,420650.39,90141.61,248.04,57.99,4,493706855.10,3,7600496.47,25861.98,88.01,1042
2,373.45,27008.86,22985.22,908.35,87.54,1,71812705.27,3,5798771.82,10121.97,11.76,55
2,262.50,393301.40,282062.38,2885.74,99.23,3,124383655.60,1,5876781.19,8054.07,66.36,1320
5,241.40,179226.76,258637.92,7148.45,82.11,1,403295029.90,3,6997440.95,46208.56,97.86,2940
7,101.46,400027.27,385241.02,4215.37,89.88,4,369022561.40,1,518965.95,18295.19,75.36,3617
2,25.05,179438.96,68808.01,8992.54,55.29,2,274892655.40,1,5691946.36,2704.44,71.12,3797
6,662.88,462194.96,351003.10,7033.09,97.55,1,347748170.20,2,3392224.55,14326.42,66.00,1487
5,826.34,276103.93,149292.50,2577.11,60.36,2,145188641.90,2,5950640.07,4889.02,67.32,1746
4,297.55,183622.13,421759.73,9419.17,85.69,3,175195315.40,3,17834090.15,6425.16,10.66,3021
2,516.53,180679.23,232434.58,6738.55,84.23,2,466996841.70,3,13933998.78,19231.93,2.46,4485
2,939.83,154310.77,312446.72,2968.55,88.04,2,106364035.60,2,7875011.37,31800.67,45.08,4178
2,624.96,404088.79,144240.27,7933.18,85.82,3,14952688.52,2,13170376.80,21580.93,90.19,1264
5,418.15,15072.73,195040.21,429.25,75.58,2,79727165.67,1,929818.16,35827.43,61.62,3541
7,264.72,443566.00,280795.00,7017.80,54.56,3,126791456.70,2,16648948.92,42651.30,74.16,4916
2,134.73,281141.21,343444.74,9466.26,76.23,3,113532498.40,2,9059858.20,28901.11,13.16,4224
7,117.92,10552.47,145056.73,90.34,69.87,4,125766923.90,3,5826469.60,29448.56,51.73,3565
5,170.28,154504.84,258366.82,8589.57,88.68,2,492360717.20,2,11998611.51,17531.47,17.19,1933
5,632.49,453872.91,121443.05,5275.71,54.56,2,305768952.50,1,12575068.79,14298.90,51.90,969
1,810.64,63221.63,162818.99,3405.24,53.54,4,161114322.30,1,4393043.64,36237.65,84.35,4602
6,549.84,199034.58,120965.05,9439.75,61.72,4,52572167.05,2,12636980.55,2842.28,69.27,4864
4,518.93,67053.97,436671.43,3296.78,85.43,2,480937064.00,3,15610895.59,35989.85,30.42,4729
7,801.79,423079.46,215642.12,7382.69,80.06,1,292444274.80,3,19851950.45,9412.76,87.90,597
1,13.43,78709.56,59703.23,9686.25,63.58,4,92207285.13,1,16054859.74,47268.20,76.26,2070
1,890.42,287772.42,164529.61,1594.88,87.07,2,55813077.99,1,12094665.25,17324.09,58.24,665
3,695.01,94880.22,259543.97,9797.05,78.57,1,279250733.50,1,1056522.50,16451.22,45.99,4883
6,62.79,76357.90,87650.74,6832.55,61.51,4,183316863.20,3,5638356.56,8202.86,71.64,1199
2,202.90,11012.05,146389.70,9663.71,83.78,1,445689310.90,3,7858906.58,26339.77,9.74,3153
7,982.97,170317.16,129954.78,9919.15,57.77,3,285553789.70,2,19087077.42,40519.24,24.45,328
5,669.69,332940.70,272835.37,6400.50,52.13,1,211614993.60,3,12944415.02,35465.38,79.98,748
7,742.07,176404.52,330994.72,5720.71,67.84,3,383372088.20,1,14028418.78,39034.30,68.67,1764
3,574.71,212664.63,431397.80,4432.09,57.30,1,421150308.90,1,1310576.43,31110.87,17.79,1449
2,611.19,70036.14,339087.55,9085.50,75.66,2,408142104.80,3,6107274.06,27632.84,48.58,3514
5,620.66,88128.31,264347.34,4982.46,80.24,4,3659977.52,2,5046608.43,31094.47,73.42,3030
1,377.25,429802.62,279972.08,2008.66,99.28,2,367603190.60,2,16731254.74,21712.56,86.26,4067
4,24.59,95154.42,272993.34,5823.10,97.20,1,32853156.33,2,6433959.97,47351.19,11.23,3429
5,254.89,358186.24,143846.12,9214.29,95.70,4,457928401.50,1,9619864.01,9385.07,85.75,2513
5,988.49,420295.85,284156.81,9830.69,75.49,1,108164968.60,3,8102861.67,929.31,31.56,3799
7,332.10,369192.15,262019.22,8580.40,70.71,4,426180221.70,1,5999082.15,34364.66,50.94,4121
5,222.32,328914.67,295981.30,9363.47,55.57,1,391382059.20,1,7794898.15,47939.50,16.99,3156
5,670.43,35313.53,295434.85,1770.41,73.90,4,102653871.80,3,3123470.68,24777.56,40.78,3986
3,678.31,235757.54,183503.42,1889.74,59.51,3,382022335.80,2,5133388.24,33664.28,18.37,3524
1,817.75,442624.76,250652.99,1222.83,96.94,2,160599143.50,3,7230137.48,20165.39,13.41,4549
5,195.19,481404.78,158319.95,7877.40,67.19,2,483799994.50,2,6570002.33,41457.95,53.86,2683
4,74.77,83489.75,8515.50,3715.02,67.71,2,246709648.90,3,18112382.15,33402.94,13.60,4834
6,264.71,387332.78,24073.69,5683.04,82.12,2,14722248.57,3,11118762.71,4736.79,88.29,2244
2,421.45,260970.47,172298.82,8865.71,70.77,1,176067932.30,3,18977682.48,18859.06,45.05,3016
1,633.99,138775.47,198029.35,1213.27,59.15,2,45318896.04,1,6744000.82,41894.83,69.76,71
2,205.02,354822.75,177619.82,4702.79,71.39,1,110919607.20,2,17756847.76,44946.68,70.31,3946
7,137.12,42216.39,62451.54,2480.29,76.80,4,362968649.30,1,2602147.55,36340.45,87.01,2817
7,335.02,493885.17,409620.27,8853.74,70.96,1,218921997.60,2,5732522.14,24573.24,17.53,112
6,351.78,303459.66,235572.92,9437.32,72.72,4,188301710.50,1,13293362.40,44889.48,98.91,4813
7,942.86,67759.36,381654.55,4870.07,77.50,4,280716023.00,3,4961780.84,14948.08,40.80,2382
2,314.90,324946.66,100688.60,9853.23,99.42,3,33540900.90,2,11122907.31,16657.07,52.34,4015
5,315.92,340868.73,407471.22,2523.43,81.37,3,329491979.20,2,12071684.41,9075.85,13.80,2217
2,385.33,402993.15,153392.81,8352.79,81.49,1,356747067.60,3,16242413.41,48216.36,82.63,3132
7,255.64,400543.50,137119.76,2713.68,89.58,1,126008712.10,2,12708206.71,10002.59,61.13,4476
6,480.83,495686.68,315142.22,2783.34,55.09,4,237352698.80,1,16239042.97,29888.00,27.11,3940
3,268.56,485537.57,443155.08,9940.70,79.22,4,314347408.10,1,16043504.58,36114.64,36.68,163
5,16.71,107425.70,399218.59,2512.53,60.65,4,182622766.50,1,5355643.54,42220.21,52.14,1686
1,914.28,184441.28,211930.33,5835.18,50.37,3,346344518.10,1,6617380.85,25458.57,49.23,4898
4,703.96,370588.06,153201.82,1948.82,55.61,1,437720428.70,1,18313303.43,33772.05,72.84,3404
6,321.01,36602.29,37614.12,9726.75,54.50,2,309634483.30,3,6723526.04,10901.49,36.23,4695
3,30.18,346195.66,197852.78,826.29,53.48,1,301731003.10,2,4374387.74,11115.98,40.75,3911
7,937.68,76022.96,117610.60,6606.31,61.34,1,414141070.80,3,10946199.56,20231.76,55.46,468
6,875.00,140565.74,165958.15,4174.39,88.34,3,185872408.10,1,16656592.85,13252.76,10.68,782
1,597.55,220941.27,358121.19,8077.21,87.77,4,223721040.70,2,898345.83,23748.14,6.20,1822
2,672.23,202299.40,353435.09,372.47,67.77,3,269359050.70,3,8502086.89,37363.80,90.91,1937
3,481.36,98026.92,331955.36,2280.16,57.23,1,76873310.56,1,15742719.64,43259.77,46.32,1255
2,772.64,9354.35,259890.89,6149.02,70.24,1,392455492.50,2,13842454.58,19679.24,13.21,2871
1,800.90,269058.59,173695.03,8454.38,69.32,1,459172547.00,3,7641380.11,40252.47,15.55,616
